id,commentCount,dislikeCount,hiddenSubscriberCount,likeCount,subscriberCount,videoCount,viewCount
UC5X_EpEmrH_CAIfG1E9eSgQ,75,,false,,99531,56,12577079
UCI79z9fFWesKxaKVb7MwzGg,0,,false,,576,0,0
UCVFzadJwZ5n6mkpUKWS7KhQ,5026,,false,,37802,134,10598146
UChaIqLdBHw48ViLz5uvqCTA,0,,false,,1726,10,254945
hAfdcJ6swG8,10,4,,141,,,3626
q_FtC62Os_Y,1461,1731,,11510,,,230269
UC3N12UqGEDH9cS1ixQHe71w,5,,false,,48538,92,3076767
5HvoGA9AJw0,38,,,,,,4711
2sXm7jL2F9g,736,40,,1605,,,24161
UCimw2rX3xirw5aBdg5-HeSg,0,,false,,946,21,317809
UCnYWIUcX6BRn0F2tclt7mVg,2,,false,,24755,75,633173
,,,,,,,
UCeIKuNTuMAUWBuWcY8R3sRw,0,,true,,0,103,3732181
Bc0LLc_8xjE,0,0,,1,,,130
kPXix4iU_no,11,5,,17,,,904
WbE5OM0Yn6o,58,19,,554,,,9987
4hqREeVVBT4,28,0,,338,,,2038
UCSQFUVcs1ZhwQ-NK-5IOC0A,0,,false,,8711,69,395574
LzYrH5MSmAo,4,0,,11,,,413
yQZApRtFyPM,2708,1053,,33915,,,217563
UCliWJEV1QLEAwuthQvv0CAw,0,,false,,136229,128,13970031
UCnKP8iv4eDcFbmjJK0zJj_A,0,,false,,155590,13,2141599
UCi0o9irT_KUpHmACT2VLiwg,33,,false,,462970,215,31050426
3JyM0JG_t4c,851,83,,5933,,,70153
7zDMVfH4miM,313,168,,1189,,,13116
XT7Lja-FQ4A,5,8,,174,,,12660
kvVfBN_t-ck,16,5,,92,,,1045
lisuuLdmvSM,583,175,,8283,,,75766
UCrAJJIBx3OE2P5bmJO0TUMA,0,,false,,554,14,78973
OIfPDf2vA1M,0,1,,7,,,654
UCxvwP361203MCu7yyOnmZKA,0,,false,,473980,469,30555913
,,,,,,,
_qW0OPTK0P4,208,69,,4180,,,62914
UCB7P9Hr5BYB5Mkxau6t3Sgw,56,,false,,492960,19,247302153
UCJGjGY9JKiephnAaGm0foXA,23,,false,,1017,36,229337
UCaK5oNYx4d5yrWRcykb7g_Q,0,,false,,1275,178,193946
_zfD369UBok,120,9,,509,,,6980
u8S2pTpzGoE,110,20,,140,,,18606
,,,,,,,
7MG5JXEg2C8,2507,386,,3807,,,432580
,,,,,,,
ZZVrkjVxcig,0,0,,7,,,377
XJC6DoHaJ9w,20,1,,120,,,3765
UCVWSfj_6x17X6ajZfo8-Kew,1,,false,,232650,114,15100923
,,,,,,,
,,,,,,,
XT9tK6oMPIc,140,1,,1173,,,6126
,,,,,,,
vcb4ogIwA7I,21,6,,54,,,3735
,,,,,,,
,,,,,,,
UC9hPrTF9XfFYC2NpKwwo6Hw,0,,false,,265780,160,131170055
UCNEZ7cqaZzYLeyWfTkelkEA,942,,false,,881032,988,371650776
UCjsOP_Inqu2c6SRxBWBHmlw,0,,false,,81744,183,42890534
UCSGD1TbYm5ZEZtGKQlkZ69A,15,,false,,583414,377,426599683
loLULim7mE0,5,30,,53,,,72981
7x509iWYPf4,259,5,,3203,,,32988
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
UCOVsd4kUY3pz0TZ6MYwo9PQ,268,,false,,10215,500,3604293
UCvpNJB8cdAQgAMPpfusuvUw,0,,false,,339,15,81985
,,,,,,,
UCL6elrBEeem5rIvSLUhxzzQ,22473,,false,,3288129,1709,383751240
UCh0wrs-8ywjgZO7flfSmlqg,1512,,false,,743127,869,126872044
,,,,,,,
LEpzqk4WIZU,1,30,,34,,,12531
UCZFjNJCJaPZuRHKmGrfS37A,75,,false,,751250,523,106175900
,,,,,,,
,,,,,,,
,,,,,,,
rgyHEAQYiCQ,3,0,,19,,,2128
,,,,,,,
ACsN5AejiwE,2,0,,1,,,101
_Wys07vfvDk,6,3,,45,,,429
XDCgzZ6GtzA,18,0,,125,,,1101
UCYCnGi1DXHvHlffFY7pEDmQ,0,,false,,1848095,658,392495167
UCcW4wMw9mgfMQlbKeAXGhmQ,1,,false,,3739,63,4761452
UCMPPAM3FO-n4cyWE80nbvsg,0,,false,,74842,3607,34530348
UCi9C3ORRE20SbNcHZfJJ-sg,64,,false,,39605,2978,51718356
UCqxTK2IACp01pP527VuSJjw,0,,false,,4839308,598,325955142
UCdUSkFzRQJ-qDLcfIFFj8dQ,0,,false,,433,21,285637
UCjs-Y5mQtqhOMe80pLnlKLQ,8631,,false,,425031,493,103470943
UCI9cedntOIOLIEM5jKKIJSA,0,,false,,43703,0,0
QlUuRd3otk4,80,5,,231,,,2933
UCEo7VJM4kV1KyBoEIhzHCOw,8,,false,,9979,26,5334826
UCK3x5NUgEuhklO5WchxwYoQ,467,,false,,246467,310,22394818
UCdmGjywrxeOPfC7vDllmSgQ,2686,,false,,2608699,4891,448884575
UCcWvZDYE9a3CWcSzZ1_6quQ,2,,false,,56518,68,61094842
UCAlHOqOLKFlwSPRQs5iJ1kg,1,,false,,1049,131,25488
UC-zQrTSagO_XrE9GIsTNMSA,70,,false,,68561,134,2493381
UC5gboMnmaegmrtBe98XzpQg,97,,false,,1089908,500,159887787
MwGM-qptSK0,50,34,,290,,,4822
,,,,,,,
ocU44jR5B2E,159,2,,1202,,,10350
UCqZlpTY-CkROCaGweJxcAvQ,2,,false,,37660,212,1547384
UCoWTEIu-h-QVggYsZVxXAWA,135,,false,,4309,188,3183354
UCy9Xd62SnR4zROwgM3qu-aQ,24,,false,,1780,29,259153
,,,,,,,
UCbU9vMEF9ulCRr8xaWfGvhw,0,,false,,18815,84,15639573
,,,,,,,
v1UAI_b3y_0,0,12,,37,,,7923
UCBnfakp-L3zNYuE6vTPiqLw,28,,false,,1873,5,82776
GBGH9DT-1PU,138,75,,1064,,,110175
UCkqvEfBnOCw9nnyv8BBAfmQ,0,,false,,1208,0,0
UC0W3gLmjswbZCg1G3121rmw,28,,false,,4671,2605,1394504
UCOnW72KJrXzEZdZSC3PZaZQ,0,,false,,53509,128,4017318
UCWhiwb-j8lK0GCY1g8IeIFg,0,,false,,646,31,164283
UC9A-dB76pSQLRmR_TMq5tGw,176,,false,,8555,29,534811
,,,,,,,
UCv2VpaEUPLxz2Oq_fvlMS9A,47,,false,,39064,388,7348503
,,,,,,,
lke-CwvEgHA,58,1,,178,,,1025
T8I-gZksTcg,18,35,,243,,,64820
UChj4TdSIElWXcVhrYNjieaw,1,,false,,4477,550,710952
,,,,,,,
,,,,,,,
IOu_mPaLiNQ,80,3,,841,,,13193
UCDlzLGrERzu2KD8rWIOGKmA,24,,false,,14249,69,766305
rHt_3oXJM1c,63,19,,177,,,5042
UCqyI8UwvJ1_j1Aql6-YT9kw,1,,false,,4434,238,35704261
UCy03OLAK0jOGuesOzLymc8A,17,,false,,13636,383,16717242
,,,,,,,
,,,,,,,
UC6n6Jgtx7VpcXzywDb1nvlw,0,,false,,91,4,597
UCzkY0jG_41NIrtUmnr0HsVg,0,,false,,1344,91,490136
UCOgPny1g3ffeM9ohdhc9WGw,0,,false,,321,17,1200
UCD6aL7efqZ9CyNnFlyG_OBQ,424,,false,,25140,366,2141281
,,,,,,,
UCNtnklitnQCdPr8s_4ce8pA,0,,false,,134270,87,4744178
UCRzO050f2DOQ0iZsylVH4dw,327,,false,,816515,2538,145158817
,,,,,,,
,,,,,,,
UCCZ01u1VeIEgJu8-ESe_7aQ,110,,false,,16705,560,5069565
UCj7dwfhIeObuIlpktOy3tPQ,5,,false,,74220,3006,17996681
UCUKCksiHDKmkOAaLNjdNbew,39,,false,,186576,547,28688693
uJhpEzmmC0s,4,2,,26,,,252
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
UCDxRH_wOCO1LDcQlK3F8_HA,291,,false,,19006,85,4740490
XyUFo4eF9pY,82,128,,1384,,,39131
UCZPAbzIL4ptJX0EHngCEr0g,0,,false,,769,2,31873
UCcXytok3ACoXhhJCDlSdRJg,0,,false,,2430,104,3477323
UCpbW7GEGARHfxFXYIH6axhw,0,,false,,1747,8,29543
DPUma9HuXn0,18,0,,51,,,1257
1DncWn42kBY,2,0,,3,,,132
uba_S6k9qsY,66,2,,375,,,3581
pfxBZNBXRIg,67,17,,133,,,1407
,,,,,,,
J9X33a6ViTM,0,0,,1,,,110
,,,,,,,
6z2QHzz3vzM,447,79,,2358,,,47374
0RduSUVrbEE,28,0,,23,,,727
,,,,,,,
,,,,,,,
,,,,,,,
IZc0bGTTeKg,445,16,,886,,,6247
UChR336ZJApRMPwVhLyX-6ew,0,,false,,4419,104,1615235
UCWnAyGEzXduohFzV1BTUXhw,9,,false,,36009,402,9112024
,,,,,,,
p5-sac7sP2o,371,6,,2063,,,24866
xShRT3hph3A,0,0,,3,,,263
,,,,,,,
,,,,,,,
,,,,,,,
UCXetQ0_1z2X-xnixzw3ttEQ,0,,false,,22187,12,809144
UCls0I-w3ynnObiKL8QgBa6g,2054,,false,,1698922,462,183683721
UCoE48o-2Ws9l-wc97b82OSw,24,,false,,2453,1,203282
UCxRLql2jutMwifPCWmbYKeA,0,,false,,37,13,4503
UCG8xW9RS7d_6AQigNkHPkSA,33597,,false,,6984237,404,1061739529
UCS4OgDl6SqbLDwcZnj8ZX-g,0,,false,,99658,320,36434052
UCvB5bQ90VcFVC_yeXJmXIkA,1,,false,,38,4,1787
L2CEUEmlZRo,0,0,,4,,,471
UCpzYfBXbEHHQHU2e89jM9Tg,0,,false,,322189,237,171582418
UCOnMlb0CjQ1AA1FTmCI4ccA,0,,false,,132251,4371,72490925
,,,,,,,
UCRL8fbGVG3IeGeWNXrGKi_w,0,,false,,709735,33842,531042139
UCb3tJ5NKw7mDxyaQ73mwbRg,9565,,false,,4251563,1717,3961437154
UCprhX_G7Ksas92zvcOKObEA,794,,false,,623410,583,555937884
UCrUT57KGEzrCrmLb4PRgluw,107,,false,,326402,2186,97931494
Lc50srX6KCM,0,0,,3,,,79
,,,,,,,
,,,,,,,
UCOKsFInOx-GzAEZvjloIj6g,290,,false,,1757554,139,179585680
,,,,,,,
UC-gfEe3N3a_fM84nzlI_e2A,17,,false,,20148,1083,13800669
UC2dBZuI6gS-jv7PCIDXkXag,10102,,false,,1062897,1942,499967825
,,,,,,,
Y-I9u3GjLB4,0,1,,8,,,1919
,,,,,,,
UCA20sxpsvaQkWH9fZoukWJw,0,,false,,1772021,188,191900396
,,,,,,,
,,,,,,,
,,,,,,,
UCZloN3sRZuT6RVz8ktLdd2Q,0,,false,,25389,273,21462154
UCB6CZNph2YsfslIXRT_N0hA,58,,false,,1174,2,21526439
UCPiGCQiVKTSalCpxGVF8qWA,3961,,false,,56856,658,53850999
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
UCuqw3k-RJPz4Rhp-qWvPJqw,0,,false,,128,1,100
,,,,,,,
UCBeJofQj7f8Rn03fQFPUFeA,0,,false,,5619,152,959571
UCyj433KMI3kneEqalW-xrZg,12,,false,,33175,1373,29605196
o_nXBz6WW48,29,3,,225,,,9908
UCxREGx2rU7u1u9hsiyERTgw,2,,false,,1027,3,1878
UCqlmFGVPhZ_ZcAVHj_FeCRQ,16,,false,,1983,131,4016187
UCsHC8_gIiSXyYnbjXhM0GAw,222,,false,,62073,464,4737401
UCo1pShh6dtg-T_ZZkgi_JDQ,11,,false,,409018,597,104140669
,,,,,,,
UCP8YThZ-_A4vYNHLFA5ShgQ,31,,false,,13243,204,5866589
,,,,,,,
,,,,,,,
,,,,,,,
Oessnj9K-Jk,108,21,,641,,,8000
,,,,,,,
,,,,,,,
,,,,,,,
UCWZZAngt9xEXEyK8SKqSp5g,0,,false,,77021,0,0
UC7QSVzzW-Q9cXtUOYIwtEfQ,0,,false,,2040045,152,118127356
,,,,,,,
,,,,,,,
UCfa9Q-Aiak4f7r6zH2hWOKg,1564,,false,,1324822,482,115465274
UCUl-2o1dLbH_GCoU_B_1tsg,131,,false,,2414142,625,522369563
UCKQjKzE0JNu7UT--6DZyBXQ,2,,false,,870,0,0
UCfurvUG0Hdc6v_hFTO07vBA,42,,false,,8818,250,282919
UC8jkloH8NnSJbH9ckvdwpRw,26,,false,,3774,3646,1835118
qkh8WLfcCGY,57,56,,455,,,166550
,,,,,,,
viOsPexaiCA,0,1,,7,,,3283
,,,,,,,
WcBcGHe_LBQ,4,36,,109,,,101833
BXcl435RS_4,3,0,,8,,,520
,,,,,,,
,,,,,,,
,,,,,,,
2iwHT4NWf5M,45,1,,504,,,4299
,,,,,,,
UCOgEqMOiZlZtl_zEKs0bIwQ,1,,false,,538,10,69331
UCs01B9Hmz_6H3zCrT4v2xmA,0,,false,,9066,27,179502
UC8bKpL6qPR3quMtP90d5ufQ,11,,false,,149652,73,8720327
UCnPSU_SlJ9cp1GsFIwKttJw,0,,false,,4231,71,5571597
IFOP14Oxa0E,17,1,,99,,,1016
UCTcgfCkBSVe3EYxIXAfPe6A,0,,false,,5052,275,353199
UCn1YQ4g_kKwJbt0MUVZfY7A,0,,false,,33345,14,1828459
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
CtzKZY1yxOE,78,38,,559,,,98595
,,,,,,,
,,,,,,,
,,,,,,,
UHqkN5NIyro,518,105,,7248,,,474584
,,,,,,,
,,,,,,,
3QmEzebHKqM,8,1,,42,,,519
UCzs72JjHDi4NISZg-k7A4Nw,0,,false,,96,0,0
UCTDShbE8WhVI9-9n1humlAA,3,,false,,732,53,38643
UCIOChts4RHw6MTAOtFeNGjQ,0,,false,,52,3,2291
UCQp-KsDZNxq5XFhRAKyovoQ,20,,false,,12332,90,330006
UCUJ4F2X5gnUTZ-IdRRqrXZQ,6,,false,,22958,21,2262939
,,,,,,,
fu9GO5v8mlQ,1,12,,23,,,1654
aT6vvoHoO8s,15,7,,47,,,10176
,,,,,,,
UCsFINj3y7SjBaeUxiSdRjlA,45,,false,,437747,665,224600573
lic0oCDMfwk,12807,5167,,156226,,,13194051
nqRhWeVaMzY,2,2,,16,,,2784
vmSco4Peclc,32,94,,175,,,2879
nYWwB0wfOoc,2,0,,1,,,100
,,,,,,,
,,,,,,,
GMQ-MDlJFqw,74,175,,344,,,435126
WGHReF8yKTg,14,1,,88,,,2161
UCdOEiZ09CPsgXhxcBOPV6kw,0,,false,,3437,93,809635
UCcwDl4Ur1bUfPK-R_FKJA4A,0,,false,,150035,437,24177729
,,,,,,,
bfQJFcQ1o1U,114,211,,1265,,,523660
,,,,,,,
UCUC_cPmjjA8V_-pZT06ygzA,261,,false,,70134,2098,29418094
cCDgURa8fdc,8,0,,2,,,269
UCvphW8g3rf4m8LnOarxpU1A,121315,,false,,1497193,3129,747149639
UCjJAwqQ-vloaf33zUZ6P-Tw,782,,false,,18768,1326,7712306
UCdhSDqyhifxMpuMprX2fmeg,5,,false,,443329,89,115650932
UCPFi5DISdx88Hhz-Bk1XhHw,4,,false,,138914,82,9413581
UCbYgHBXvxSx_lGnyeMe03cA,0,,false,,191562,35,8177427
UCKdmSEzpUInWpXdfZJtRDwg,0,,false,,368576,38,18213673
VkS6ZJv7c3Y,2,56,,460,,,68424
UCAxlE0gqN9-dz1NB8xEoJjw,4,,false,,64555,18,1228825
,,,,,,,
By9GL7zxLFQ,4,1,,12,,,890
,,,,,,,
UCSEZfINMx20o7jD4vffvOJw,0,,false,,20208,618,28073843
UCBc5MfHtsqVcT5E9A44LOvw,1024,,false,,785549,482,59480518
,,,,,,,
UCV2jxK3VPCZyR8lgZFXhmDA,404,,false,,51799,245,3431762
UCKgkOEqGFUOiXrx1klhlmJQ,5,,false,,181131,177,13825703
mZ2_Nvo6zBU,1,3,,8,,,1175
UCPea9yVmzVchqG-GQnWklVw,64,,false,,10461,22,275486
,,,,,,,
,,,,,,,
,,,,,,,
UC0OBFYpnlCfnX4J5P7SasfQ,2,,false,,9,6,4682
,,,,,,,
UC5qKiYlByTVy-0hJPMYRYwg,0,,false,,19704,665,16201898
UCQLPefQX2K1rgzyTOBVsRxw,18,,false,,209,5,527
,,,,,,,
Duildx-yqEQ,130,6,,1333,,,17383
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
ZNhABwnLZRM,75,20,,169,,,4488
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
QAy2VW-4MQ0,4,0,,16,,,284
sD7ZDyk9BuQ,7,11,,38,,,9173
O5rQNg2n450,105,25,,570,,,15508
,,,,,,,
,,,,,,,
UCVE4ZQbNLpkLTAbxzagSzeQ,10,,false,,5704,75,2421490
MG48ELT665M,710,364,,2836,,,104467
,,,,,,,
6e6m4HwxhfE,7,0,,3,,,180
,,,,,,,
LsbQNhnCfos,2,0,,18,,,2993
Zbu_vc-pcYU,1,0,,3,,,152
,,,,,,,
H9wgme3Ny04,749,142,,2821,,,296470
QRkDnclw1_c,1,1,,22,,,551
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
bv21ejHJ7S4,418,62,,4572,,,50862
uk7XwpH2vPY,531,342,,13039,,,124798
jVWH5aEq-iI,450,141,,4084,,,131530
UCwLVhYXED0aFLN1HSVWAggg,2149,,false,,8312,3380,19535715
_LAMOc6ySPc,0,0,,10,,,113
UCcEhWU6NBGak6VSZ70INIaA,0,,false,,3010,420,5976377
UCkhq-erzYr-Ki_OZUuNYaSA,0,,false,,10834,8371,16064673
UC0BXjaWwEt2E-UnV52e7T4Q,1514,,false,,28475,322,4474664
UCqFPkj7-7ohrE6POLBtc3kQ,0,,false,,3231,29,1447249
UC_nm2aQvWm91cB4IZBC6laQ,258,,false,,38868,198,11174153
UCICS_XfQ5_XYJF3Ng9Wrnkg,877,,false,,64968,283,12599419
,,,,,,,
UCK2SYN1AqMyYsJtfCV48Luw,110,,false,,224039,1544,391481319
,,,,,,,
UCIn_jigDrDskw7dQLqOk3DQ,1,,false,,72732,1493,81364618
XzQKfJgJ76E,197,91,,715,,,24440
Bl_5QAHAr9E,6,0,,10,,,627
UCJlsdp_W7aoA-bjyC5CbJHg,42,,false,,162,83,60134
Tqsahajspng,524,30,,1250,,,7213
UCn0D6hRIqnh7YacAzy1LXUA,34,,false,,1079,308,6580771
J_5HAd1LQB8,195,80,,2729,,,27204
gryUuBm_Ldo,621,221,,1295,,,102409
UCstZG7AucXwVPYbrN76A0Vg,66,,false,,56275,298,120620615
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
NV9kKmim88g,202,82,,787,,,4345
,,,,,,,
UC9kY3XQnQb4KdA07M6CGtsw,35,,false,,11618,5,104292
UCPgU-_CR6rsgmj-rVBC8HGQ,20,,false,,6798,675,6686757
UCYZg2sUKOEhAQn8JNjTM3kg,190,,false,,13083,170,3717496
UCMyT_UMwbC-C7_TvNJ8TUWw,1217,,false,,7999,288,7362521
UCv21GYODaK-XxO-oYg_o_-A,82,,false,,60050,329,9894919
UC5F-at8ZrLyhJQC1vrQxdaA,2245,,false,,508234,398,32630118
UCDoaqpeL1QPrvFLZUwkJQBg,90,,false,,3158,59,938298
,,,,,,,
,,,,,,,
BSjSUCuoOT0,1,2,,3,,,88
jSok0CJng98,1,3,,16,,,643
UCCKfylLg8OBMoOLE72R4YDg,65,,false,,13807,239,1354406
ENNi57DiiOQ,0,0,,1,,,57
,,,,,,,
,,,,,,,
,,,,,,,
S8e-iPVvQXk,50,13,,428,,,4546
fR5KWq4zBv0,10,0,,22,,,556
GGNExC8U6Dg,0,0,,12,,,261
UCCtWTAtXvTe37F2XqCOMlEw,12,,false,,2740,144,344526
UCu4dXEl9jENghyeNW1UbRwQ,30,,false,,993,19,73973
,,,,,,,
HHJOXiNQOxE,193,22,,2575,,,19644
PAEaZ6omEWo,4,0,,31,,,410
wgA6gcm3NJw,1386,303,,11160,,,604947
rpIXJXvY0gs,16,1,,66,,,8626
,,,,,,,
AHiug_NgFgE,0,1,,6,,,2282
mLcFuGl-Q58,75,92,,31,,,1421
9r-KhCehkIE,13,2,,153,,,2816
NJPGayI5_k4,8,1,,11,,,70
7tZIDWDHs88,6,,,,,,72
,,,,,,,
hOrO_s4ccfw,25,13,,150,,,3135
EA6u2MxKlp8,10,7,,29,,,11113
mFFp6ilQGoA,340,61,,1073,,,77703
,,,,,,,
ebjrf30hbDk,205,38,,2549,,,19145
VIkACzZbZLo,3,4,,179,,,1609
z770U3hmKss,209,93,,2004,,,93773
,,,,,,,
,,,,,,,
,,,,,,,
5s3aU2up0Tw,0,0,,0,,,16
,,,,,,,
p63tX-clAYE,0,0,,1,,,73
nL-7Bs9bNwQ,3,2,,7,,,81
jKsR9BxQSMg,0,0,,0,,,20
0z3MlhJLNX0,0,0,,0,,,91
BEJw7t1CIGA,0,0,,1,,,99
ZoiA2ZfD5LU,17,0,,126,,,2638
,,,,,,,
CnSnDPwTYIc,8,1,,23,,,457
CLbZbdQlowM,7,0,,15,,,360
yKMcUJGmtQE,2,0,,53,,,2995
fFfVIZvIgzc,56,58,,237,,,3233
JeDKMSGa5r8,0,0,,0,,,589
HZqtiiiMWok,106,13,,648,,,6309
,,,,,,,
i5dYVRu_Pig,21,2,,111,,,7330
ehNopPMMXCM,0,2,,6,,,301
WxkpUG2zeBw,37,3,,32,,,3350
aZEaTKAY8n4,0,0,,3,,,41
,,,,,,,
6mS0a7UWDyE,233,21,,2966,,,68116
oZ1V_CQ6cZ8,0,0,,0,,,28
eWwJlbDT4wE,0,4,,8,,,1261
c5z27W0BTPU,2,0,,2,,,55607
JtXIa12ch5I,1253,211,,18016,,,227490
YWle7O689mg,84,20,,1195,,,12590
zO4tQ0fkwLM,8,1,,24,,,251
dO3fHVOmers,53,8,,332,,,8488
9As1YOu9UPc,0,0,,3,,,552
,,,,,,,
,,,,,,,
,,,,,,,
UC7j3SIyxv9AqcXT3ps1_fmA,0,,false,,16792,140,3134430
,,,,,,,
fJTt45G7MVM,286,128,,5163,,,45098
XuULseTlsTA,26,3,,51,,,14603
UCwu5LZomspn3igxD3JuVKoA,0,,false,,11784,319,3956892
UCI0n4Zoq3xKJjzGM9I94VRA,0,,false,,1935,322,80875
m5afY_q5zis,5,13,,47,,,7812
RPnIOVbjMuI,337,24,,1332,,,32780
,,,,,,,
,,,,,,,
,,,,,,,
nQk37FQ2AWE,1,0,,8,,,385
FOiEUoE8Ltw,96,7,,471,,,32744
3MWQqMJVXGk,10,11,,47,,,1917
WYXNsSibwJ8,38,0,,69,,,1640
UCZ9FgTvgNpsuaEO3AV7hEgQ,0,,false,,163722,580,22988640
z41OpZTkHGo,1261,1042,,7234,,,169050
3WTLL6hgrXg,2157,923,,47086,,,629336
UCqYBU2VuQLuy78pwsM6abLQ,46,,false,,48329,433,27386245
,,,,,,,
,,,,,,,
UC3NrZ3MKUmNHazCgxlkSMCQ,6,,false,,24510,65,1736382
9EHDRf8B_PU,22,14,,355,,,26348
UChGNmy_Ro5JOqpYAMWvtDsQ,0,,false,,750523,118,312269171
UCFGL5mX5PuvYphz9V1EOIZg,5,,false,,11878,484,1601503
UCrT11BjRakDk8UTC_vhhG8w,39,,false,,48227,86,2757533
UCecydw5C0ZfQbCONUcNA7UQ,0,,false,,2551,78,118748
NAb6xM5bunI,43,5,,47,,,667
P18ZvFAHO2A,560,101,,5818,,,41611
kuttXaW8XBE,10,7,,25,,,357
8zV8L7AiIK8,1261,87,,12770,,,705046
pxTnH2h3K1M,1,1,,6,,,100
UCFCvI7xUfc0LA5GxXvFQWtw,0,,false,,79985,168,2752941
1-h24JivPZ0,193,151,,2356,,,66211
jkGA9oroJ98,19,1,,105,,,1462
UC_V1C2x4I71CNttRyUlLLLQ,1,,false,,232006,161,206675989
Qr8sF-EZ2tQ,60,37,,265,,,4765
UCkDMQK5jp5ocxcBruFVwq4w,0,,false,,39,0,0
Lvc5mDOP-Lw,1,3,,6,,,775
UCCUd6vfPvpPHBWZ6XwXAlRQ,103,,false,,907132,1634,411851515
,,,,,,,
UCutJqz56653xV2wwSvut_hQ,0,,false,,1879188,735,961112370
YCqn9l7qWFM,1830,241,,9262,,,228275
UC26ZU-55UPc7lVR9inHWayA,282,,false,,628563,633,203447886
q0L6280_Cn0,76,101,,746,,,29891
UCVHAXq95zzc3d8y39nPhojA,364,,false,,100517,70,65207084
UCof4jJ9hM9RLsBII8laZI5A,916,,false,,200705,657,58786067
4kZZ_esCnmU,90,51,,1874,,,12643
dmsFQqQbWm0,23,13,,289,,,3171
vO9uDUSKz5w,414,143,,3810,,,71551
bgk983usyUo,1,0,,5,,,49
KJAd1dMlPDU,2,9,,39,,,6444
jzLW750vSsQ,63,3,,259,,,3405
gn2T-L-HJCQ,0,0,,1,,,105
,,,,,,,
tJqIGLzuamU,2,0,,8,,,55
,,,,,,,
xk5sWq6lim0,18,2,,94,,,813
h__VxGSN0Q8,1,10,,13,,,8182
7YOYlsVriuc,858,5,,1581,,,9646
Gn1QKzK4jnE,10,8,,100,,,1852
,,,,,,,
zYvR_VCdR8c,14,3,,125,,,5703
gruetTVFJRQ,31,3,,35,,,2175
,,,,,,,
RwCuSkmvNFQ,9,0,,24,,,602
HcXuiQ8Bkx0,4,4,,20,,,1185
0YA0TgPQbsU,0,0,,0,,,50
,,,,,,,
,,,,,,,
NjKCkEx0oIE,0,0,,2,,,331
,,,,,,,
-fk9LXOCclo,6,1,,29,,,235
UCU5pQWmxvxqRP5u-SdoV8rQ,48,,true,,0,14470,1402042799
UCxYaSO-ghtS6XJeXoKqsH2w,1,,false,,418820,32,209076764
UCpcsv3Ow-8IhoUGDEfPetsQ,279,,false,,1429084,3121,924728766
UCsGxSZL9J5UMvZYEolwic-A,41,,false,,6269,359,502848
vIufIHoX6AI,25,4,,698,,,11900
UCuiK2XdDcyAd7TS9ioMqx6A,30,,false,,286402,1637,145008641
,,,,,,,
,,,,,,,
,,,,,,,
NMtgkIo2iZ4,4,0,,3,,,79
pVAxx7v1UV4,4,0,,7,,,115
,,,,,,,
_fCeQvag1dk,371,246,,4328,,,99677
,,,,,,,
UCwFUxK5812WspgTI7h_qpKw,36,,false,,4647,337,7700815
,,,,,,,
1qs7RNf1or0,7,,,,,,132
0RmxOohoGs0,15,0,,36,,,300
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
nJ4n1LlgQ50,22,0,,11,,,155
uOCRDrkjl3I,12,1,,23,,,349
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
nOxSIn4RLek,14,2,,27,,,916
7zXyclYU1zk,4,2,,5,,,698
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
ohCA3kUVxbg,30,1,,208,,,6887
UCd5AJwFW4lU_zqIBvVYw0Jg,1,,false,,45179,165,24075921
m6LvfuywU4A,0,1,,2,,,93
UCgGadvSQuyuc8OvFfhAiLkg,0,,false,,650335,104,34162703
UCtf99nx3WgXViOQiI3JfBsw,0,,false,,60756,252,8086840
UCeVdt8xYztGbC-Aoamzzbfg,0,,true,,0,64,92616267
UCb9atnzW_mgFDc0QTOXuaZg,0,,false,,259458,80,9339808
UCRkcNPyzZ6hHRzL-fatQQsg,0,,false,,5656,10,3519423
ZatmcW02Sec,0,0,,1,,,189
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
-k_4vB6ngpo,18,2,,115,,,3422
,,,,,,,
UC8tUKlLEFRJnh-jOpZFS7bQ,3,,false,,31622,25,11034409
UCmYtYwnf7Z02dQsjhIQclWw,7,,false,,1558314,899,220870128
UCzmHHFjOkeLd_h1SErhRlqA,897,,false,,1259,47,213131
UCXmi9PzG999jLVuByNNNiNg,93,,false,,38926,351,2370665
UCkSTRgKCkH4XdF8SfpNbshw,1,,false,,5448,392,700284
UCDXStxlb4KX2yKHH01sr9Ug,34,,false,,971304,170,58717578
