"","country","long","lat","program","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009"
"1112","Jamaica",77.36,18.24,"OSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,NA,NA,29885,NA,24800,NA,27330,33500
"1113","Jamaica",77.36,18.24,"OUSAID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,2e+05,2e+05,3e+05,4e+05,1e+06,1e+06,5800000,3300000,4500000,1400000,7e+05,1e+06,9e+05,8e+05,20900000,1200000,5600000,9900000,6e+05,8e+05,17528000,560000,5976000,2684000,12924000,28949000,22181000,32639000,34262000,26073000,18094000,39238000,51821000,14436000,16817000,15307000,40378000,9137000,11439000,8311000,11029000,12504000,NA,NA,4882092,4990072,2722840,4055035,21798774,2629075,2802572,2721944,2191193
"1114","Jamaica",77.36,18.24,"PC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+05,2e+05,5e+05,6e+05,6e+05,6e+05,7e+05,7e+05,9e+05,1100000,1e+06,1e+06,1e+06,1200000,1e+06,1036000,1138000,1326000,1682000,1640000,1679000,1749000,1770000,2376000,2631000,2540000,3006000,3046000,2344000,2436000,2095000,2305000,2243000,1925000,1886000,1935000,2016000,2261000,2290000,2008000,2242000,2375000,2608000,2315106,2509942,2420533,2360308,2790000
"1115","Jamaica",77.36,18.24,"S416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,831000,NA,4355000,4410000,4283000,NA,NA,NA,NA,NA,NA,NA,6917394,NA,NA,7430825,17939193,5356936,NA,NA,NA
"1116","Jamaica",77.36,18.24,"T1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e+05,1400000,NA,13400000,1e+07,1e+07,1e+07,17100000,17500000,2e+07,2e+07,4e+07,3.5e+07,39200000,34400000,4e+07,37400000,37600000,29900000,3e+07,2e+07,1e+07,1.9e+07,1e+07,NA,5e+06,1.5e+07,5e+06,NA,NA,NA,NA,NA,NA,NA,NA
"1117","Jamaica",77.36,18.24,"T2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200000,8e+05,8e+05,6e+05,6e+05,5e+05,8e+05,2e+06,4200000,1900000,1700000,9e+05,6800000,6e+05,4e+05,1100000,3900000,1400000,1e+06,2e+05,1e+05,9000,499000,210000,18000,8000,7000,111000,567000,343000,2577000,740000,1347000,6227000,4202000,3169000,2757300,NA,NA,NA,2200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118","Japan",-136.06,35.16,"DDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,NA
"1119","Japan",-136.06,35.16,"ESFSS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452402,NA,NA,NA,NA
"1120","Japan",-136.06,35.16,"IP",106700000,389300000,483700000,501500000,365300000,290300000,62100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","Japan",-136.06,35.16,"OAGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31935,3855000,112784
"1122","Japan",-136.06,35.16,"OUSAID",NA,NA,NA,NA,NA,NA,NA,NA,10700000,5e+05,1e+06,2300000,2500000,2500000,2e+06,1300000,5e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","Japan",-136.06,35.16,"T1",NA,NA,NA,NA,NA,NA,NA,NA,NA,58400000,47800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","Japan",-136.06,35.16,"T2",NA,NA,NA,NA,NA,NA,1500000,NA,5e+05,1600000,4500000,38700000,3700000,4200000,5700000,1600000,1300000,9e+05,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","Jordan",-36.38,31.21,"DDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,75000
"1126","Jordan",-36.38,31.21,"DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13675,11718746,247000,50000,NA,NA,1252,NA
"1127","Jordan",-36.38,31.21,"ESFSS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7e+07,3.6e+07,3.4e+07,3.3e+07,3.2e+07,3.2e+07,10200000,NA,NA,5e+06,5.5e+07,5e+07,4.5e+07,87500000,46400000,7e+07,9.3e+07,9.3e+07,6.9e+07,1e+07,1.5e+07,2e+07,2e+07,1e+08,95269000,1.11e+08,18290000,15247000,3780000,31150000,NA,65367000,2.4e+07,7200000,7199000,72191000,85628000,199999450,199500000,153569965,223806173,1016583328,381755500,346975447,321136345,255400000,528163155,515749676
"1128","Jordan",-36.38,31.21,"IP",NA,NA,NA,NA,NA,1e+05,NA,NA,1200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","Jordan",-36.38,31.21,"MRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,728584,NA,NA,NA,NA,NA,362068,887708,935518,50000,NA,7716434,16550972,10440031
"1130","Jordan",-36.38,31.21,"MC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15033,50045775,422508,14836632
"1131","Jordan",-36.38,31.21,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649620,5383,900617
"1132","Jordan",-36.38,31.21,"NPAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e+05,5e+05,1900000,1511000,947000,1595000,1448000,1080000,1630091,2775227,8113929,18485127,22594509
"1133","Jordan",-36.38,31.21,"OAGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351400,241338,202500,527500,6872594,581624,414500,1656348,1219089,1762540,6107960,4400620
"1134","Jordan",-36.38,31.21,"OSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76798,267640,266349,375848,217372,383648,110000,306600,269371,299394,511295,306700,935676,1554349,2645790,1253366,1144159
"1135","Jordan",-36.38,31.21,"OUSAID",NA,NA,NA,NA,NA,NA,4700000,2900000,10500000,7300000,7500000,21200000,32700000,48900000,48900000,47600000,7500000,7e+06,5700000,7600000,11500000,5700000,2e+06,1500000,1500000,1e+06,6e+05,1.1e+07,8200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87000,5365000,801000,55000,94000,NA,62000,4020000,5057000,NA,51819000,NA,NA,NA,2296329,2472137,3319772,3492408,3357114,3256166,3370194,5308555,6459951
"1136","Jordan",-36.38,31.21,"OUSDA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52000,47000,35000,47000,43000
"1137","Jordan",-36.38,31.21,"PC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1062000,1155000,1371000,1514000,1521000,1597000,642000,1268000,839973,1068361,1201304,1293680,1530000
"1138","Jordan",-36.38,31.21,"S416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35470000,26992000,9380000,NA,NA,NA,NA,NA,NA,18322540,72254300,36264380,NA,NA,NA,NA,NA,NA,NA,NA
"1139","Jordan",-36.38,31.21,"T1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e+05,4800000,1800000,1300000,NA,1200000,1700000,5900000,8200000,6400000,11600000,9800000,6e+06,5100000,950000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+07,25600000,18717000,1249000,25267000,24983000,NA,3.3e+07,NA,NA,NA,2e+07,4e+07,2e+07,2e+07,NA,NA,NA
"1140","Jordan",-36.38,31.21,"T2",NA,NA,NA,NA,NA,NA,4e+05,NA,1200000,1600000,6e+05,9e+05,4700000,14400000,3200000,20300000,1500000,13300000,9800000,2200000,1501000,3e+06,5e+06,8800000,2400000,9600000,2100000,4200000,3100000,5200000,3900000,3751000,3897000,2626000,2763000,527000,406000,142000,NA,NA,NA,NA,NA,NA,5760000,12384000,NA,NA,484000,NA,NA,5392700,1224000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","Kazakhstan",-67.18,48.15,"CSH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31450,109649,2084664,690000,1502715,NA,NA
"1142","Kazakhstan",-67.18,48.15,"DDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44322179,78984461,38333326,NA,4991632,NA,NA,NA,3496798,5710000,155000,784945,3898000,11719000,730750,7631653
"1143","Kazakhstan",-67.18,48.15,"DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306450,NA,NA,NA,NA,NA,NA,NA,NA
"1144","Kazakhstan",-67.18,48.15,"ESFSS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367000,NA,NA,NA,NA,NA,NA,35000,35000,NA,345640,1357700,957000,NA,314000,NA,3e+05
"1145","Kazakhstan",-67.18,48.15,"GHIV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472000,166426,3336
"1146","Kazakhstan",-67.18,48.15,"GHCS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640820,849180
"1147","Kazakhstan",-67.18,48.15,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,NA,NA,NA,NA,NA,1137451,1431296,NA,NA,1843907,1032000
"1148","Kazakhstan",-67.18,48.15,"NPAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665000,3885000,1900000,4293380,2531000,4510875,870714,1686687,2172923
"1149","Kazakhstan",-67.18,48.15,"OAGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568927,1267787,1733421,359920,530085,6635000,25707897,8457331,5.2e+07,55490136,73417066,40979508
"1150","Kazakhstan",-67.18,48.15,"OSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416316,406421,127650,100184,92777,148051,NA,990140,60440,260441,42980,257440,476131,293230,446717,1809981
"1151","Kazakhstan",-67.18,48.15,"OUSAID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3389000,95540000,38443000,28181000,8036000,24697000,44900000,47287000,38019484,45270495,39751900,38210995,36036093,28890052,27228855,27680695,27272299
"1152","Kazakhstan",-67.18,48.15,"OUSDA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52000,33000,NA
"1153","Kazakhstan",-67.18,48.15,"PC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1224000,1719000,1748000,1544000,1694000,3088000,1938000,2265000,2206000,2254000,2208000,2312000,2017175,1979570,2115402,2741275,3740000
"1154","Kazakhstan",-67.18,48.15,"S416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9576297,8798705,920563,NA,NA,6810439,NA,NA,NA,NA,NA,NA,5029270,11809312,NA,NA,NA
"1155","Kenya",-37.88,0.51,"CSH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7850000,11370000,14460774,28005651,36715690,40976999,13444413,22000997,21851967,NA,0
"1156","Kenya",-37.88,0.51,"DDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43000,422000
"1157","Kenya",-37.88,0.51,"DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12619868,22127000,23394866,16275117,15579920,16423753,19681066,24277918,26525515,39126790,57292419
"1158","Kenya",-37.88,0.51,"ESFSS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14500000,5500000,10714000,3e+07,2.1e+07,2.5e+07,14442000,1.5e+07,1e+07,1e+07,NA,NA,1e+06,NA,NA,NA,NA,NA,330000,37850000,1350000,2818190,4063574,6177820,9923000,1931621,13683751,10664279,4001777,77605145
"1159","Kenya",-37.88,0.51,"FE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15797689,NA,NA,3291621,23169649,16167229,9415912,9900,7255001
"1160","Kenya",-37.88,0.51,"GHIV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33413319,115036899,164497220,293402559,33063077,11705179
"1161","Kenya",-37.88,0.51,"GHCS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474984464,509710059
"1162","Kenya",-37.88,0.51,"MRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1075831,1051979,3399319,1278339,3424522,9974135,10316855,4981749,5618362,12371361,17378684,19362047,31054456,40872769
"1163","Kenya",-37.88,0.51,"MC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,988,8352,13592701,12989,14130
"1164","Kenya",-37.88,0.51,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41000,NA,NA,40000,NA,NA,NA,NA,NA,NA,NA,115000,52000,NA,NA,NA,NA,9153,NA,68000,NA,3400
"1165","Kenya",-37.88,0.51,"NPAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622000,1488000,4633117,3397725,4015021,1311128,4901127
"1166","Kenya",-37.88,0.51,"OAGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78000,110000,212000,47000,15000,NA,NA,NA,NA,NA,NA,NA,523804,2263517,10504377,15185410,11408342,15122199,17665944,15110545,26025130
"1167","Kenya",-37.88,0.51,"OSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60000,69990,276868,429911,335350,237773,287331,441588,NA,NA,442846,482255,530005,533986,1037103,829097,1021638,1186666,1083124
"1168","Kenya",-37.88,0.51,"OUSAID",NA,NA,NA,NA,NA,NA,NA,NA,3900000,5e+05,1000,1000,NA,3e+05,1e+05,4e+05,3200000,4900000,3300000,4300000,4100000,2900000,2600000,2300000,5800000,2100000,2100000,12200000,11700000,16200000,3900000,29861000,30211000,16949000,17275000,14828000,28198000,30594000,32299000,14827000,28255000,22020000,32719000,46090000,36138000,25142000,19178000,16286000,17842000,15658000,11533000,14412000,37221000,NA,NA,11115748,6162162,4444666,5092991,6829276,10557904,6596070,23540653,40299162
"1169","Kenya",-37.88,0.51,"OUSDA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33010,4522,10000,NA,NA,NA,NA
"1170","Kenya",-37.88,0.51,"PC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,1100000,1500000,9e+05,1600000,1500000,2100000,1700000,1800000,1800000,1600000,1700000,2400000,2748000,2678000,3584000,3385000,3136000,3016000,4049000,4857000,4479000,3786000,3955000,3745000,3404000,2634000,2541000,2537000,2769000,3043000,3044000,2329000,3017000,4647000,4986000,3542000,3397000,3205000,3318000,2937000,2543433,2384109,2659836,2123716,2320000
"1171","Kenya",-37.88,0.51,"S416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1771000,NA,260000,4361000,36682000,9511204,NA,NA,NA,NA,2615200,21335946,21216354,1657011,NA,NA,NA,5444026,NA,NA,NA
