"","country","long","lat","program","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009"
"319","Burma_Myanmar_",-96.11,21.41,"DDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52000,58000,7000,NA,180000,NA,12848000,25000
"320","Burma_Myanmar_",-96.11,21.41,"DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578446,262000,992967,33,-4560,NA,NA,NA,NA,149000,13687
"321","Burma_Myanmar_",-96.11,21.41,"ESFSS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,14300000,3e+05,3500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,5722900,3470000,9e+05,2030669,3048858,7754371,11043585,9600437,10531473,9339612,17534702
"322","Burma_Myanmar_",-96.11,21.41,"GHCS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977988,2143610
"323","Burma_Myanmar_",-96.11,21.41,"IP",NA,5e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Burma_Myanmar_",-96.11,21.41,"MRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2750000,33796,4715000,1790000,NA,NA,NA,NA,NA,NA,988430,625000,NA
"325","Burma_Myanmar_",-96.11,21.41,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4663000,4835000,4683000,4558000,4600000,6140000,4995000,2447000,5515000,6285000,9417000,5e+06,120000,NA,NA,NA,NA,NA,NA,530000,NA,NA,70000,255000,255000,NA,NA,NA,NA,NA,NA,NA,350000
"326","Burma_Myanmar_",-96.11,21.41,"OAGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134510,223835,NA,49945,NA,2069403,131041,217106
"327","Burma_Myanmar_",-96.11,21.41,"OSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458502,652599,537252,339000,390000,809766,3251106,1991467
"328","Burma_Myanmar_",-96.11,21.41,"OUSAID",NA,NA,NA,NA,NA,10400000,-2e+05,12800000,-1800000,NA,NA,NA,24200000,7900000,1100000,4e+05,8e+05,1100000,9e+05,3e+05,3e+05,2e+05,2e+05,2e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+06,3e+06,7600000,13799000,12200000,14963000,9929000,7186000,5703000,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26427107,6008041
"329","Burma_Myanmar_",-96.11,21.41,"T1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10900000,5e+05,13600000,NA,NA,NA,NA,6800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Burma_Myanmar_",-96.11,21.41,"T2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,3e+05,4e+05,6e+05,6e+05,1e+05,2e+05,3e+05,4e+05,3e+05,2e+05,3e+05,4e+05,1e+05,7e+05,4e+05,1100000,7e+05,3e+05,NA,NA,NA,NA,NA,90000,177000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28063000,NA
"331","Burundi",-29.89,-3.37,"CSH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938000,750000,7e+05,3125208,519914,6611024,NA,NA
"332","Burundi",-29.89,-3.37,"DDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88372,130000,140000,2e+05,572632
"333","Burundi",-29.89,-3.37,"DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519386,NA,1952083,4292766,4452233,5654930,4373378,2704272,5258164,7807714,7408055
"334","Burundi",-29.89,-3.37,"ESFSS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,NA,NA,NA,NA,NA,NA,NA,3500000,2e+06,1150000,3879350,961983,6941949,3453448,2899373,NA
"335","Burundi",-29.89,-3.37,"GHCS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6581000,12801667
"336","Burundi",-29.89,-3.37,"MRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438395,NA,75000,236000,NA,664225,17970000,18611802,11879536,12044654,11599105
"337","Burundi",-29.89,-3.37,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250000
"338","Burundi",-29.89,-3.37,"NPAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512346,239648,NA,419515
"339","Burundi",-29.89,-3.37,"OAGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9160,1079039,1836702
"340","Burundi",-29.89,-3.37,"OSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48085,NA,NA,NA,NA,60000,NA,NA,21000,55041,79600,39195,371192,932669,2185755
"341","Burundi",-29.89,-3.37,"OUSAID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,5e+05,4e+05,1e+05,2e+05,1000,1000,1e+05,2e+05,1000,NA,NA,1e+05,1e+05,97000,50000,132000,4370000,3256000,5008000,5527000,3661000,4269000,3128000,2211000,5597000,2078000,19873000,14943000,14557000,16170000,4566000,5094000,1041000,2651000,NA,NA,NA,10084703,15306468,13015964,18574668,15243383,4671085,105741,279900,NA
"342","Burundi",-29.89,-3.37,"PC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,265000,562000,671000,518000,555000,609000,797000,830000,866000,945000,NA,180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Burundi",-29.89,-3.37,"S416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3661572,NA,NA,NA,NA,NA,3811571,7413920,NA,NA,NA,NA,NA,NA,NA,NA
"344","Burundi",-29.89,-3.37,"T1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5176131
"345","Burundi",-29.89,-3.37,"T2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,2900000,1200000,8e+05,901000,2000,1000,1e+05,101000,1501000,301000,7e+05,3e+05,301000,7e+05,1300000,1039000,2082000,2193000,2026000,2845000,2124000,1643000,3432000,1863000,1586000,108000,411000,67000,NA,8000,NA,319800,41558400,26747500,NA,NA,13792900,2343400,3480400,11724000,2511100,24228000,19880900,17119600,15013100,10071100,14092200,20496400
"346","Cambodia",-104.81,12.57,"CSH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3600000,3870000,10753058,16489702,25982216,36533034,40757748,33332350,31109731,38732,NA
"347","Cambodia",-104.81,12.57,"DDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000,334000,726000,301696,748000,1513000
"348","Cambodia",-104.81,12.57,"DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,3092000,1873569,3729220,8071548,15072177,17995963,8493751,8644837,8914770,16850404
"349","Cambodia",-104.81,12.57,"ESFSS",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8e+07,43100000,32500000,2.6e+07,22500000,2e+07,21500000,2.1e+07,11400000,5e+05,NA,NA,NA,NA,NA,NA,7e+07,37100000,67300000,92900000,54600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3e+07,16300000,19500000,2.7e+07,3.5e+07,11089000,9999205,10098000,10200935,25032712,13831909,22269961,21037155,15720138,14832364,14642827,12586189
"350","Cambodia",-104.81,12.57,"FE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561748,NA,1004638,NA,NA,NA,2573300,1300,672113
"351","Cambodia",-104.81,12.57,"GHIV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e+05,1100000,2128000,1435000,7e+05,NA
"352","Cambodia",-104.81,12.57,"GHCS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32665508,34696420
"353","Cambodia",-104.81,12.57,"MRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1820000,1500000,5e+05,NA,NA,NA,439238,NA,578000,2e+05,NA,NA
"354","Cambodia",-104.81,12.57,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325000,210000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70000,685000
"355","Cambodia",-104.81,12.57,"NPAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,2e+06,1500000,2580000,2468000,2290000,2765000,3921558,2898357,2345024,3058787,4053526,3463634
"356","Cambodia",-104.81,12.57,"OAGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,1187475,7349568,5665715,4350829,2339791,6737202,8269210,4162149
"357","Cambodia",-104.81,12.57,"OSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37000,147425,129718,188318,220150,935175,1140296,1176691,1e+05,413899,259080,5e+05,122035,87000,79400,123720,218068,1184301,1174091,107100
"358","Cambodia",-104.81,12.57,"OUSAID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+06,2e+06,2300000,2300000,2600000,2800000,13100000,8600000,2900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23564000,13352000,15993000,5e+05,NA,5e+05,NA,NA,3551829,3660290,2869226,6081296,6309284,3275262,2562718,3166192,3554705
"359","Cambodia",-104.81,12.57,"PC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654651,772384,909281,1340000
"360","Cambodia",-104.81,12.57,"S416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11551430,NA,1418653,1773297,1908550,NA,NA,NA,NA
"361","Cambodia",-104.81,12.57,"T1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6800000,20500000,25800000,182600000,91500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Cambodia",-104.81,12.57,"T2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2300000,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,1000,2900000,NA,NA,NA,NA,38292000,14121000,3782000,2127000,3318000,780000,1551000,489000,1841000,NA,NA,NA,2746400,NA,NA,6621600,NA,NA,NA,NA,7071000,2692600,1278200,NA,703000,NA,NA,1e+05,NA,NA
"363","Cameroon",-12.72,5.68,"CSH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,499999,NA,450000,1293125,8e+05,1250000,NA,NA
"364","Cameroon",-12.72,5.68,"DDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59862,386939,61,29827,635000
"365","Cameroon",-12.72,5.68,"DA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161632,202500,163909,NA,NA,NA,NA,597000,105929
"366","Cameroon",-12.72,5.68,"ESFSS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47000,4000,95686,NA,459446,2e+05,210000
"367","Cameroon",-12.72,5.68,"FE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195888,NA,1270295,NA,NA,NA,NA,3900,1087136
"368","Cameroon",-12.72,5.68,"GHIV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000
"369","Cameroon",-12.72,5.68,"GHCS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1735438,2002747
"370","Cameroon",-12.72,5.68,"MRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5064428,4170000
"371","Cameroon",-12.72,5.68,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,27000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","Cameroon",-12.72,5.68,"OAGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301000,630000,735000,228000,332000,387000,1007000,308000,232000,NA,24993,955582,652625,3813561,363371,3301908,3256986,395298,759913,4264610,6200489
"373","Cameroon",-12.72,5.68,"OSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76835,NA,88330,95969,104854,NA,40000,84599,48000,99244,181771,60693,139668
"374","Cameroon",-12.72,5.68,"OUSAID",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e+06,9600000,1e+06,1500000,5400000,1400000,1e+06,4e+05,1e+05,1e+05,1e+05,1e+05,1e+05,1e+05,3e+05,9e+05,3097000,12098000,7727000,6340000,7840000,15335000,18942000,22468000,23781000,24645000,21728000,19337000,32780000,22167000,20126000,22020000,9675000,219000,291000,NA,NA,NA,NA,NA,NA,290387,NA,NA,NA,35515,NA,NA,NA
"375","Cameroon",-12.72,5.68,"PC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e+05,6e+05,1e+06,8e+05,9e+05,6e+05,4e+05,4e+05,5e+05,5e+05,7e+05,7e+05,9e+05,1100000,9e+05,1202000,1555000,2184000,2183000,2378000,2384000,1993000,2364000,2637000,3390000,3751000,3955000,3494000,3338000,3638000,3463000,4011000,3268000,3039000,3189000,3102000,2721000,2952000,2945000,2637000,2861000,3317000,3142000,2496134,2575776,2726761,2984550,4210000
"376","Cameroon",-12.72,5.68,"S416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160400,NA,NA,NA,NA,NA,NA,NA,NA
"377","Cameroon",-12.72,5.68,"T1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10364012,5927286,5199006,5167315,NA,NA,NA
"378","Cameroon",-12.72,5.68,"T2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,1e+05,1e+05,1000,1000,1000,1000,1000,1000,2e+05,1000,6e+05,2e+05,1e+05,6e+05,7e+05,1500000,653000,1320000,1485000,909000,2402000,1474000,705000,411000,3750000,713000,215000,368000,NA,NA,NA,106600,NA,NA,NA,349000,NA,1299100,1974500,82000,NA,333200,99500,NA,NA,NA,897665,5136700,5246100
"379","Canada",95.91,62.83,"DDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23000,40000,33000,40000,12000,7000,NA,NA,NA,7000,7000
